serverName`appcodefinal`parentName`DeviceType`VirtualHostName`OnesourceClusterName`DataCentre`HostedAppcode
USVBWENGR1`ZUZ0`N/A`N/A`USBWR11`N/A`GCC`ZUZ0,WGE0,VMD0,8L00,ZTX0,WBN0,RHQ0,VIK0
USVBWENGR10`ZUZ0`gccsf05`SWITCH-ROUTER`USBWR14`N/A`GCC`ZUZ0,WAJ0
USVBWENGR11`ZUZ0`N/A`N/A`USBWR14`N/A`GCC`ZUZ0
USVBWENGR12`ZUZ0`N/A`N/A`USBWR14`N/A`GCC`ZUZ0
USVBWENGR13`ZUZ0`N/A`N/A`USBWR11`N/A`GCC`ZUZ0
USVBWENGR14`ZUZ0`N/A`N/A`USBWR12`N/A`GCC`ZUZ0
USVBWENGR17`ZUZ0`N/A`N/A`USBWR13`N/A`GCC`ZUZ0
USVBWENGR18`ZUZ0`N/A`N/A`USBWR14`N/A`GCC`ZUZ0
USVBWENGR2`ZUZ0`N/A`N/A`USBWR11`N/A`GCC`ZUZ0,WGE0,VMD0,8L00,ZTX0,WBN0,RHQ0,VIK0
USVBWENGR3`ZUZ0`N/A`N/A`USBWR11`N/A`GCC`ZUZ0,AR10,ZPV0
USVBWENGR4`ZUZ0`N/A`N/A`USBWR11`N/A`GCC`ZUZ0,AR10,ZPV0
USVBWENGR7`ZUZ0`N/A`N/A`USBWR11`N/A`GCC`ZUZ0
USVBWENGR8`ZUZ0`N/A`N/A`USBWR11`N/A`GCC`ZUZ0
USVBWENGR9`ZUZ0`N/A`N/A`USBWR14`N/A`GCC`ZUZ0,WAJ0
USVEHLTR2`UNQ0`N/A`N/A`USNCMP11`N/A`GCC`UNQ0
USVEHLTR4`UNQ0`N/A`N/A`USNCMP11`N/A`GCC`UNQ0
USVGLBCD2`YRL0`N/A`N/A`USAPPD405`N/A`GCC`YRL0
USVGLBCQ2`YRL0`rlcagu075sr01csfc`SWITCH-ROUTER`USAPPD403`N/A`GCC`YRL0
USVGMRMP3`SL00`N/A`N/A`N/A`N/A`GCC`SL00
USVMDSSP2`VPW0`N/A`N/A`USAPPP601`N/A`GCC`VPW0
USVMURXT1`ZLT0`N/A`N/A`N/A`N/A`GCC`3
USVMURXT2`ZLT0`N/A`N/A`USAPPR103`N/A`GCC`3
USVNABKT1`ZLU0`N/A`N/A`USAPPD403`N/A`GCC`ZLU0
USVSWIFTD2`XAW0`N/A`N/A`USAPPD404`N/A`GCC`XAW0
USVSWIFTP2`XAW0`gccsf02lf06`SWITCH-ROUTER`USAPPP601`N/A`GCC`XAW0
USVTSSQ1`YKS0`N/A`N/A`USAPPD401`N/A`GCC`YKS0
USVYCL0T1`YCL0`N/A`N/A`USAPPR103`N/A`GCC`YCL0
USVZNDAT01`ZND0`N/A`N/A`USAPPD401`N/A`GCC`ZND0
XIDEDC93`ZKU0`N/A`N/A`N/A`N/A`GCC`ZKU0
XIDEDC94`ZKU0`N/A`N/A`N/A`N/A`GCC`ZKU0
XIDEDD93`ZKU0`N/A`N/A`N/A`N/A`GCC`ZKU0
XIDEES93`ZKU0`N/A`N/A`N/A`N/A`GCC`ZKU0
XIDEES98`ZKU0`N/A`N/A`N/A`N/A`GCC`ZKU0
XIDEFS93`ZKU0`N/A`N/A`N/A`N/A`GCC`ZKU0
XIDEFS98`ZKU0`N/A`N/A`N/A`N/A`GCC`ZKU0
XIDELS93`ZKU0`N/A`N/A`N/A`N/A`GCC`ZKU0
XIDELS98`ZKU0`N/A`N/A`N/A`N/A`GCC`ZKU0
XIDEPV93`ZKU0`N/A`N/A`N/A`N/A`GCC`ZKU0
XIDEPV94`ZKU0`N/A`N/A`N/A`N/A`GCC`ZKU0
XIDEPV98`ZKU0`N/A`N/A`N/A`N/A`GCC`ZKU0
XIDEPV99`ZKU0`N/A`N/A`N/A`N/A`GCC`N/A
XIDESF93`ZKU0`N/A`N/A`N/A`N/A`GCC`ZKU0
XIDESF98`ZKU0`N/A`N/A`N/A`N/A`GCC`ZKU0
XIDESQ93`ZKU0`N/A`N/A`N/A`N/A`GCC`ZKU0
XIDESQ98`ZKU0`N/A`N/A`N/A`N/A`GCC`ZKU0
XIDEZD93`ZKU0`N/A`N/A`N/A`N/A`GCC`ZKU0
XIDEZD94`ZKU0`N/A`N/A`N/A`N/A`GCC`ZKU0
XIDEZD98`ZKU0`N/A`N/A`N/A`N/A`GCC`ZKU0
XIDEZD99`ZKU0`N/A`N/A`N/A`N/A`GCC`ZKU0
XIGCAT01`LR00`gccucsfs01`SWITCH`N/A`N/A`GCC`LR00
XIGCDA01`LR00`gccucsfs01`SWITCH`SE110723V`GCC-CLU-PROD-MVP-01`GCC`N/A
XIGCDC02`LR00`gccucsfs01`SWITCH`SE113079V`GCC-CLU-PROD-MVP-01`GCC`LR00
XIGCDC93`ZKU0`N/A`N/A`N/A`N/A`GCC`ZKU0
XIGCDC94`ZKU0`N/A`N/A`N/A`N/A`GCC`ZKU0
XIGCDCGTI01`LR00`gccucsfs01`SWITCH`N/A`N/A`GCC`LR00
XIGCDCGTI02`LR00`gccucsfs01`SWITCH`N/A`N/A`GCC`LR00
XIGCDD01`LR00`gccucsfs01`SWITCH`SE119362V`GCC-CLU-PROD-MVP-01`GCC`LR00
XIGCDD93`ZKU0`N/A`N/A`N/A`N/A`GCC`ZKU0
XIGCDDGTI01`LR00`sccucsfs01`SWITCH`N/A`N/A`GCC`LR00
XIGCES93`ZKU0`N/A`N/A`N/A`N/A`GCC`N/A
XIGCES98`ZKU0`N/A`N/A`N/A`N/A`GCC`ZKU0
XIGCFS93`ZKU0`N/A`N/A`N/A`N/A`GCC`ZKU0
XIGCFS98`ZKU0`N/A`N/A`N/A`N/A`GCC`ZKU0
XIGCJPGTI01`LR00`sccucsfs01`SWITCH`N/A`N/A`GCC`LR00
XIGCLS93`ZKU0`N/A`N/A`N/A`N/A`GCC`ZKU0
XIGCLS98`ZKU0`N/A`N/A`N/A`N/A`GCC`ZKU0
XIGCLSGTI01`LR00`gccucsfs01`SWITCH`N/A`N/A`GCC`LR00
XIGCMDGTI01`LR00`gccucsfs01`SWITCH`N/A`N/A`GCC`LR00
XIGCPV03`LR00`gccucsfs01`SWITCH`SE113079V`GCC-CLU-PROD-MVP-01`GCC`N/A
XIGCPV93`ZKU0`N/A`N/A`N/A`N/A`GCC`ZKU0
XIGCPV94`ZKU0`N/A`N/A`N/A`N/A`GCC`ZKU0
XIGCPV98`ZKU0`N/A`N/A`N/A`N/A`GCC`ZKU0
XIGCPV99`ZKU0`N/A`N/A`N/A`N/A`GCC`ZKU0
XIGCPVGTI01`LR00`gccucsfs01`SWITCH`N/A`N/A`GCC`LR00
XIGCPVGTI02`LR00`gccucsfs01`SWITCH`N/A`N/A`GCC`LR00
XIGCPVGTI03`LR00`N/A`N/A`N/A`N/A`GCC`LR00
XIGCSF01`LR00`gccucsfs01`SWITCH`SE110718V`GCC-CLU-PROD-MVP-01`GCC`LR00
XIGCSF02`LR00`gccucsfs01`SWITCH`SE110721V`GCC-CLU-PROD-MVP-01`GCC`LR00
XIGCSF03`LR00`gccucsfs01`SWITCH`SE113079V`GCC-CLU-PROD-MVP-01`GCC`LR00
XIGCSF04`LR00`gccucsfs01`SWITCH`SE113079V`GCC-CLU-PROD-MVP-01`GCC`LR00
XIGCSF93`ZKU0`N/A`N/A`N/A`N/A`GCC`ZKU0
XIGCSF98`ZKU0`N/A`N/A`N/A`N/A`GCC`ZKU0
XIGCSF99`ZKU0`N/A`N/A`N/A`N/A`GCC`ZKU0
XIGCSHGTI01`3UB0`gccsf01lf01`SWITCH-ROUTER`N/A`N/A`GCC`3UB0
XIGCSHGTI02`3UB0`gccsf01lf01`SWITCH-ROUTER`N/A`N/A`GCC`3UB0
XIGCSQ93`ZKU0`N/A`N/A`N/A`N/A`GCC`ZKU0
XIGCSQ98`ZKU0`N/A`N/A`N/A`N/A`GCC`ZKU0
XIGCWMGTI01`LR00`gccucsfs01`SWITCH`N/A`N/A`GCC`LR00
XIGCWMGTI02`LR00`gccucsfs01`SWITCH`N/A`N/A`GCC`LR00
XIGCXM01`LR00`gccucsfs01`SWITCH`SE110723V`GCC-CLU-PROD-MVP-01`GCC`LR00
XIGCXM02`LR00`gccucsfs01`SWITCH`SE113079V`GCC-CLU-PROD-MVP-01`GCC`LR00
XIGCZD01`LR00`gccucsfs01`SWITCH`SE110718V`GCC-CLU-PROD-MVP-01`GCC`LR00
XIGCZD02`LR00`gccucsfs01`SWITCH`SE110730V`GCC-CLU-PROD-MVP-01`GCC`LR00
XIGCZD93`ZKU0`N/A`N/A`N/A`N/A`GCC`N/A
XIGCZD94`ZKU0`N/A`N/A`N/A`N/A`GCC`N/A
XIGCZD98`ZKU0`N/A`N/A`N/A`N/A`GCC`ZKU0
XIGCZD99`ZKU0`N/A`N/A`N/A`N/A`GCC`ZKU0
XISADC93`ZKU0`N/A`N/A`N/A`N/A`GCC`ZKU0
XISADC94`ZKU0`N/A`N/A`N/A`N/A`GCC`ZKU0
XISADD93`ZKU0`N/A`N/A`N/A`N/A`GCC`ZKU0
XISAES93`ZKU0`N/A`N/A`N/A`N/A`GCC`ZKU0
XISAFS93`ZKU0`N/A`N/A`N/A`N/A`GCC`ZKU0
XISAFS98`ZKU0`N/A`N/A`N/A`N/A`GCC`ZKU0
XISALS93`ZKU0`N/A`N/A`N/A`N/A`GCC`ZKU0
XISAPV93`ZKU0`N/A`N/A`N/A`N/A`GCC`N/A
XISAPV94`ZKU0`N/A`N/A`N/A`N/A`GCC`N/A
XISAPV98`ZKU0`N/A`N/A`N/A`N/A`GCC`N/A
XISASF93`ZKU0`N/A`N/A`N/A`N/A`GCC`N/A
XISASQ93`ZKU0`N/A`N/A`N/A`N/A`GCC`N/A
XISAZD93`ZKU0`N/A`N/A`N/A`N/A`GCC`N/A
XISAZD94`ZKU0`N/A`N/A`N/A`N/A`GCC`N/A
XSDE9100`ZKU0`N/A`N/A`N/A`N/A`GCC`N/A
XSDE9101`ZKU0`N/A`N/A`N/A`N/A`GCC`N/A
XSDE9102`ZKU0`N/A`N/A`N/A`N/A`GCC`ZKU0
XSDE9103`ZKU0`N/A`N/A`N/A`N/A`GCC`ZKU0
XSDE9104`ZKU0`N/A`N/A`N/A`N/A`GCC`ZKU0
XSDE9105`ZKU0`N/A`N/A`N/A`N/A`GCC`ZKU0
XSDE9106`ZKU0`N/A`N/A`N/A`N/A`GCC`ZKU0
XSDE9107`ZKU0`N/A`N/A`N/A`N/A`GCC`ZKU0
XSDE9600`ZKU0`N/A`N/A`N/A`N/A`GCC`N/A
XSDE9601`ZKU0`N/A`N/A`N/A`N/A`GCC`N/A
XSDE9602`ZKU0`N/A`N/A`N/A`N/A`GCC`N/A
XSDE9603`ZKU0`N/A`N/A`N/A`N/A`GCC`N/A
XSDE9604`ZKU0`N/A`N/A`N/A`N/A`GCC`N/A
XSDE9605`ZKU0`N/A`N/A`N/A`N/A`GCC`N/A
XSDE9606`ZKU0`N/A`N/A`N/A`N/A`GCC`N/A
XSDE9607`ZKU0`N/A`N/A`N/A`N/A`GCC`N/A
XSDEM910`ZKU0`N/A`N/A`N/A`N/A`GCC`N/A
XSDEM960`ZKU0`N/A`N/A`N/A`N/A`GCC`N/A
XSGC0035`LR00`gccucsfs01`SWITCH`N/A`N/A`GCC`N/A
XSGC0036`LR00`gccucsfs01`SWITCH`N/A`N/A`GCC`N/A
XSGC0037`LR00`gccucsfs01`SWITCH`N/A`N/A`GCC`N/A
XSGC0038`LR00`gccucsfs01`SWITCH`N/A`N/A`GCC`N/A
XSGC0039`LR00`gccucsfs01`SWITCH`N/A`N/A`GCC`N/A
XSGC0040`LR00`gccucsfs01`SWITCH`N/A`N/A`GCC`N/A
XSGC0041`LR00`gccucsfs01`SWITCH`SE119360V`GCC-CLU-PROD-MVP-01`GCC`N/A
XSGC0042`LR00`gccucsfs01`SWITCH`SE119362V`GCC-CLU-PROD-MVP-01`GCC`N/A
XSGC0043`LR00`gccucsfs01`SWITCH`N/A`N/A`GCC`N/A
XSGC0044`LR00`gccucsfs01`SWITCH`SE110724V`GCC-CLU-PROD-MVP-01`GCC`N/A
XSGC0063`LR00`N/A`N/A`N/A`N/A`GCC`LR00
XSGC0069`LR00`gccucsfs01`SWITCH`N/A`N/A`GCC`LR00
XSGC0088`LR00`N/A`N/A`N/A`N/A`GCC`LR00
XSGC0089`LR00`N/A`N/A`N/A`N/A`GCC`LR00
XSGC0090`LR00`N/A`N/A`N/A`N/A`GCC`LR00
XSGC0200`LR00`gccucsfs01`SWITCH`SE122372V`GCC-CLU-PROD-MVP-02`GCC`LR00
XSGC0201`LR00`gccucsfs01`SWITCH`SE122409V`GCC-CLU-PROD-MVP-03`GCC`N/A
XSGC0202`LR00`gccucsfs01`SWITCH`SE122397V`GCC-CLU-PROD-MVP-03`GCC`N/A
XSGC0203`LR00`gccucsfs01`SWITCH`SE122398V`GCC-CLU-PROD-MVP-03`GCC`N/A
XSGC0204`LR00`gccucsfs01`SWITCH`SE122399V`GCC-CLU-PROD-MVP-03`GCC`N/A
XSGC0205`LR00`gccucsfs01`SWITCH`SE122409V`GCC-CLU-PROD-MVP-03`GCC`N/A
XSGC0206`LR00`gccucsfs01`SWITCH`SE122401V`GCC-CLU-PROD-MVP-03`GCC`N/A
XSGC0207`LR00`gccucsfs01`SWITCH`SE122402V`GCC-CLU-PROD-MVP-03`GCC`N/A
XSGC0208`LR00`gccucsfs01`SWITCH`SE122403V`GCC-CLU-PROD-MVP-03`GCC`N/A
XSGC0209`LR00`gccucsfs01`SWITCH`SE122404V`GCC-CLU-PROD-MVP-03`GCC`N/A
XSGC0210`LR00`gccucsfs01`SWITCH`SE122405V`GCC-CLU-PROD-MVP-03`GCC`N/A
XSGC0211`LR00`gccucsfs01`SWITCH`SE122406V`GCC-CLU-PROD-MVP-03`GCC`N/A
XSGC0212`LR00`gccucsfs01`SWITCH`SE122407V`GCC-CLU-PROD-MVP-03`GCC`N/A
XSGC0213`LR00`gccucsfs01`SWITCH`SE122408V`GCC-CLU-PROD-MVP-03`GCC`N/A
XSGC0214`LR00`gccucsfs01`SWITCH`SE122410V`GCC-CLU-PROD-MVP-03`GCC`N/A
XSGC0215`LR00`gccucsfs01`SWITCH`SE122411V`GCC-CLU-PROD-MVP-03`GCC`N/A
XSGC0216`LR00`gccucsfs01`SWITCH`SE122413V`GCC-CLU-PROD-MVP-03`GCC`N/A
XSGC0217`LR00`gccucsfs01`SWITCH`SE122414V`GCC-CLU-PROD-MVP-03`GCC`N/A
XSGC0226`LR00`gccucsfs01`SWITCH`SE122423V`GCC-CLU-PROD-MVP-03`GCC`N/A
XSGC0400`LR00`gccucsfs01`SWITCH`SE122395V`GCC-CLU-PROD-MVP-03`GCC`LR00
XSGC0401`LR00`gccucsfs01`SWITCH`SE122409V`GCC-CLU-PROD-MVP-03`GCC`N/A
XSGC0402`LR00`gccucsfs01`SWITCH`SE122418V`GCC-CLU-PROD-MVP-03`GCC`LR00
XSGC0601`LR00`gccucsfs01`SWITCH`N/A`N/A`GCC`LR00
XSGC0602`LR00`gccucsfs01`SWITCH`N/A`N/A`GCC`LR00
XSGC0603`LR00`gccucsfs01`SWITCH`SE122409V`GCC-CLU-PROD-MVP-03`GCC`LR00
XSGC0604`LR00`gccucsfs01`SWITCH`SE122426V`GCC-CLU-PROD-MVP-03`GCC`LR00
XSGC0605`LR00`gccucsfs01`SWITCH`SE122415V`GCC-CLU-PROD-MVP-03`GCC`LR00
XSGC0606`LR00`gccucsfs01`SWITCH`SE122401V`GCC-CLU-PROD-MVP-03`GCC`LR00
XSGC0607`LR00`gccucsfs01`SWITCH`SE122423V`GCC-CLU-PROD-MVP-03`GCC`LR00
XSGC0608`LR00`gccucsfs01`SWITCH`SE122403V`GCC-CLU-PROD-MVP-03`GCC`LR00
XSGC0609`LR00`gccucsfs01`SWITCH`SE122404V`GCC-CLU-PROD-MVP-03`GCC`LR00
XSGC0611`LR00`gccucsfs01`SWITCH`SE122424V`GCC-CLU-PROD-MVP-03`GCC`LR00
XSGC0801`LR00`gccucsfs01`SWITCH`N/A`N/A`GCC`LR00
XSGC0802`LR00`gccucsfs01`SWITCH`N/A`N/A`GCC`LR00
XSGC0803`LR00`gccucsfs01`SWITCH`N/A`N/A`GCC`LR00
XSGC0804`LR00`gccucsfs01`SWITCH`N/A`N/A`GCC`LR00
XSGC0805`LR00`gccucsfs01`SWITCH`N/A`N/A`GCC`LR00
XSGC0806`LR00`gccucsfs01`SWITCH`N/A`N/A`GCC`LR00
XSGC0807`LR00`gccucsfs01`SWITCH`N/A`N/A`GCC`LR00
XSGC0808`LR00`gccucsfs01`SWITCH`N/A`N/A`GCC`LR00
XSGC0809`LR00`gccucsfs01`SWITCH`N/A`N/A`GCC`LR00
XSGC0810`LR00`gccucsfs01`SWITCH`N/A`N/A`GCC`LR00
XSGC0811`LR00`gccucsfs01`SWITCH`N/A`N/A`GCC`LR00
XSGC0812`LR00`gccucsfs01`SWITCH`N/A`N/A`GCC`LR00
XSGC0813`LR00`gccucsfs01`SWITCH`N/A`N/A`GCC`LR00
XSGC0814`LR00`gccucsfs01`SWITCH`N/A`N/A`GCC`LR00
XSGC0815`LR00`gccucsfs01`SWITCH`N/A`N/A`GCC`LR00
XSGC0816`LR00`gccucsfs01`SWITCH`N/A`N/A`GCC`N/A
XSGC0817`LR00`gccucsfs01`SWITCH`N/A`N/A`GCC`N/A
XSGC0818`LR00`gccucsfs01`SWITCH`N/A`N/A`GCC`N/A
XSGC0819`LR00`gccucsfs01`SWITCH`N/A`N/A`GCC`N/A
XSGC0820`LR00`gccucsfs01`SWITCH`N/A`N/A`GCC`N/A
XSGC0821`LR00`gccucsfs01`SWITCH`N/A`N/A`GCC`N/A
XSGC0822`LR00`gccucsfs01`SWITCH`N/A`N/A`GCC`N/A
XSGC1000`LR00`gccucsfs01`SWITCH`SE122423V`GCC-CLU-PROD-MVP-03`GCC`LR00
XSGC1001`LR00`gccucsfs01`SWITCH`SE122395V`GCC-CLU-PROD-MVP-03`GCC`LR00
XSGC1002`LR00`gccucsfs01`SWITCH`SE122424V`GCC-CLU-PROD-MVP-03`GCC`LR00
XSGC1003`LR00`gccucsfs01`SWITCH`SE122398V`GCC-CLU-PROD-MVP-03`GCC`LR00
XSGC1200`LR00`gccucsfs01`SWITCH`SE122409V`GCC-CLU-PROD-MVP-03`GCC`N/A
XSGC1201`LR00`gccucsfs01`SWITCH`SE122416V`GCC-CLU-PROD-MVP-03`GCC`N/A
XSGC1202`LR00`gccucsfs01`SWITCH`SE122397V`GCC-CLU-PROD-MVP-03`GCC`LR00
XSGC1203`LR00`gccucsfs01`SWITCH`SE122398V`GCC-CLU-PROD-MVP-03`GCC`N/A
XSGC1204`LR00`gccucsfs01`SWITCH`SE122399V`GCC-CLU-PROD-MVP-03`GCC`LR00
XSGC1205`LR00`gccucsfs01`SWITCH`SE122409V`GCC-CLU-PROD-MVP-03`GCC`N/A
XSGC1206`LR00`gccucsfs01`SWITCH`SE122413V`GCC-CLU-PROD-MVP-03`GCC`LR00
XSGC1207`LR00`gccucsfs01`SWITCH`SE122402V`GCC-CLU-PROD-MVP-03`GCC`LR00
XSGC1208`LR00`gccucsfs01`SWITCH`SE122403V`GCC-CLU-PROD-MVP-03`GCC`LR00
XSGC1209`LR00`gccucsfs01`SWITCH`SE122404V`GCC-CLU-PROD-MVP-03`GCC`N/A
XSGC1210`LR00`gccucsfs01`SWITCH`SE122405V`GCC-CLU-PROD-MVP-03`GCC`LR00
XSGC1211`LR00`gccucsfs01`SWITCH`SE122406V`GCC-CLU-PROD-MVP-03`GCC`LR00
XSGC1212`LR00`gccucsfs01`SWITCH`SE122407V`GCC-CLU-PROD-MVP-03`GCC`N/A
XSGC1213`LR00`gccucsfs01`SWITCH`SE122408V`GCC-CLU-PROD-MVP-03`GCC`LR00
XSGC1214`LR00`gccucsfs01`SWITCH`SE122410V`GCC-CLU-PROD-MVP-03`GCC`LR00
XSGC1215`LR00`gccucsfs01`SWITCH`SE122411V`GCC-CLU-PROD-MVP-03`GCC`LR00
XSGC1216`LR00`gccucsfs01`SWITCH`SE122424V`GCC-CLU-PROD-MVP-03`GCC`LR00
XSGC1217`LR00`gccucsfs01`SWITCH`SE122414V`GCC-CLU-PROD-MVP-03`GCC`LR00
XSGC1218`LR00`gccucsfs01`SWITCH`SE122415V`GCC-CLU-PROD-MVP-03`GCC`LR00
XSGC1219`LR00`gccucsfs01`SWITCH`SE122416V`GCC-CLU-PROD-MVP-03`GCC`LR00
XSGC1220`LR00`gccucsfs01`SWITCH`SE122417V`GCC-CLU-PROD-MVP-03`GCC`LR00
XSGC1400`LR00`gccucsfs01`SWITCH`SE122446V`GCC-CLU-PROD-MVP-04`GCC`LR00
XSGC1401`LR00`gccucsfs01`SWITCH`SE122427V`GCC-CLU-PROD-MVP-04`GCC`LR00
XSGC1402`LR00`gccucsfs01`SWITCH`SE122457V`GCC-CLU-PROD-MVP-04`GCC`LR00
XSGC1403`LR00`gccucsfs01`SWITCH`SE122448V`GCC-CLU-PROD-MVP-04`GCC`LR00
XSGC1404`LR00`gccucsfs01`SWITCH`SE122449V`GCC-CLU-PROD-MVP-04`GCC`LR00
XSGC1405`LR00`gccucsfs01`SWITCH`SE122442V`GCC-CLU-PROD-MVP-04`GCC`N/A
XSGC1406`LR00`gccucsfs01`SWITCH`SE122456V`GCC-CLU-PROD-MVP-04`GCC`LR00
XSGC1407`LR00`gccucsfs01`SWITCH`SE122454V`GCC-CLU-PROD-MVP-04`GCC`LR00
XSGC1408`LR00`gccucsfs01`SWITCH`SE122443V`GCC-CLU-PROD-MVP-04`GCC`LR00
XSGC1409`LR00`gccucsfs01`SWITCH`SE122441V`GCC-CLU-PROD-MVP-04`GCC`LR00
XSGC1410`LR00`gccucsfs01`SWITCH`SE122439V`GCC-CLU-PROD-MVP-04`GCC`LR00
XSGC1411`LR00`gccucsfs01`SWITCH`SE122450V`GCC-CLU-PROD-MVP-04`GCC`LR00
XSGC1412`LR00`gccucsfs01`SWITCH`SE122434V`GCC-CLU-PROD-MVP-04`GCC`LR00
XSGC1413`LR00`gccucsfs01`SWITCH`SE122453V`GCC-CLU-PROD-MVP-04`GCC`LR00
XSGC1414`LR00`gccucsfs01`SWITCH`SE122447V`GCC-CLU-PROD-MVP-04`GCC`LR00
XSGC1415`LR00`gccucsfs01`SWITCH`SE122440V`GCC-CLU-PROD-MVP-04`GCC`LR00
XSGC1416`LR00`gccucsfs01`SWITCH`SE122437V`GCC-CLU-PROD-MVP-04`GCC`LR00
XSGC1417`LR00`gccucsfs01`SWITCH`SE122431V`GCC-CLU-PROD-MVP-04`GCC`LR00
XSGC1418`LR00`gccucsfs01`SWITCH`SE122451V`GCC-CLU-PROD-MVP-04`GCC`LR00
XSGC1420`LR00`gccucsfs01`SWITCH`SE122445V`GCC-CLU-PROD-MVP-04`GCC`LR00
XSGC1421`LR00`gccucsfs01`SWITCH`SE122429V`GCC-CLU-PROD-MVP-04`GCC`LR00
XSGC1422`LR00`gccucsfs01`SWITCH`SE122435V`GCC-CLU-PROD-MVP-04`GCC`LR00
XSGC1423`LR00`gccucsfs01`SWITCH`SE122430V`GCC-CLU-PROD-MVP-04`GCC`LR00
XSGC1424`LR00`gccucsfs01`SWITCH`SE122438V`GCC-CLU-PROD-MVP-04`GCC`LR00
XSGC1425`LR00`gccucsfs01`SWITCH`SE122455V`GCC-CLU-PROD-MVP-04`GCC`N/A
XSGC1426`LR00`gccucsfs01`SWITCH`SE122433V`GCC-CLU-PROD-MVP-04`GCC`N/A
XSGC1427`LR00`gccucsfs01`SWITCH`SE122446V`GCC-CLU-PROD-MVP-04`GCC`LR00
XSGC1428`LR00`gccucsfs01`SWITCH`SE122427V`GCC-CLU-PROD-MVP-04`GCC`LR00
XSGC1429`LR00`gccucsfs01`SWITCH`SE122457V`GCC-CLU-PROD-MVP-04`GCC`N/A
XSGC1430`LR00`gccucsfs01`SWITCH`SE122448V`GCC-CLU-PROD-MVP-04`GCC`LR00
XSGC1431`LR00`gccucsfs01`SWITCH`SE122449V`GCC-CLU-PROD-MVP-04`GCC`LR00
XSGC1432`LR00`gccucsfs01`SWITCH`SE122442V`GCC-CLU-PROD-MVP-04`GCC`LR00
XSGC1433`LR00`gccucsfs01`SWITCH`SE122456V`GCC-CLU-PROD-MVP-04`GCC`LR00
XSGC1434`LR00`gccucsfs01`SWITCH`SE122454V`GCC-CLU-PROD-MVP-04`GCC`LR00
XSGC1435`LR00`gccucsfs01`SWITCH`SE122443V`GCC-CLU-PROD-MVP-04`GCC`LR00
XSGC1601`LR00`gccucsfs01`SWITCH`N/A`N/A`GCC`LR00
XSGC1602`LR00`gccucsfs01`SWITCH`N/A`N/A`GCC`LR00
XSGC1603`LR00`gccucsfs01`SWITCH`N/A`N/A`GCC`LR00
XSGC1604`LR00`gccucsfs01`SWITCH`N/A`N/A`GCC`LR00
XSGC1605`LR00`gccucsfs01`SWITCH`N/A`N/A`GCC`LR00
XSGC1800`LR00`gccucsfs01`SWITCH`SE110725V`GCC-CLU-PROD-MVP-01`GCC`N/A
XSGC1801`LR00`gccucsfs01`SWITCH`SE113080V`GCC-CLU-PROD-MVP-01`GCC`LR00
XSGC1802`LR00`gccucsfs01`SWITCH`N/A`N/A`GCC`LR00
XSGC1803`LR00`gccucsfs01`SWITCH`N/A`N/A`GCC`LR00
XSGC1804`LR00`gccucsfs01`SWITCH`N/A`N/A`GCC`LR00
XSGC1806`LR00`gccucsfs01`SWITCH`N/A`N/A`GCC`LR00
XSGC1807`LR00`gccucsfs01`SWITCH`N/A`N/A`GCC`LR00
XSGC1808`LR00`gccucsfs01`SWITCH`N/A`N/A`GCC`LR00
XSGC1809`LR00`gccucsfs01`SWITCH`N/A`N/A`GCC`LR00
XSGC1810`LR00`gccucsfs01`SWITCH`N/A`N/A`GCC`LR00
XSGC1811`LR00`gccucsfs01`SWITCH`N/A`N/A`GCC`LR00
XSGC1812`LR00`gccucsfs01`SWITCH`N/A`N/A`GCC`LR00
XSGC1813`LR00`gccucsfs01`SWITCH`N/A`N/A`GCC`LR00
XSGC1814`LR00`gccucsfs01`SWITCH`N/A`N/A`GCC`LR00
XSGC1815`LR00`gccucsfs01`SWITCH`N/A`N/A`GCC`LR00
XSGC2000`LR00`gccucsfs01`SWITCH`SE122418V`GCC-CLU-PROD-MVP-03`GCC`LR00
XSGC2001`LR00`gccucsfs01`SWITCH`SE122426V`GCC-CLU-PROD-MVP-03`GCC`N/A
XSGC2002`LR00`gccucsfs01`SWITCH`SE122397V`GCC-CLU-PROD-MVP-03`GCC`N/A
XSGC2003`LR00`gccucsfs01`SWITCH`SE122409V`GCC-CLU-PROD-MVP-03`GCC`N/A
XSGC2004`LR00`gccucsfs01`SWITCH`SE122405V`GCC-CLU-PROD-MVP-03`GCC`LR00
XSGC2005`LR00`gccucsfs01`SWITCH`SE122400V`GCC-CLU-PROD-MVP-03`GCC`LR00
XSGC2006`LR00`gccucsfs01`SWITCH`SE122401V`GCC-CLU-PROD-MVP-03`GCC`N/A
XSGC2007`LR00`gccucsfs01`SWITCH`SE122402V`GCC-CLU-PROD-MVP-03`GCC`N/A
XSGC2008`LR00`gccucsfs01`SWITCH`SE122421V`GCC-CLU-PROD-MVP-03`GCC`N/A
XSGC2009`LR00`gccucsfs01`SWITCH`SE122404V`GCC-CLU-PROD-MVP-03`GCC`N/A
XSGC2010`LR00`gccucsfs01`SWITCH`SE122405V`GCC-CLU-PROD-MVP-03`GCC`LR00
XSGC2200`LR00`gccucsfs01`SWITCH`SE113084V`GCC-CLU-PROD-MVP-01`GCC`LR00
XSGC2201`LR00`gccucsfs01`SWITCH`N/A`N/A`GCC`LR00
